Variable,Value
makam,ussak
form,turku
usul,sofyan
title,mevlam_bircok
composer,malatya
filename,ussak--turku--sofyan--mevlam_bircok--malatya.txt
note_count,385
unique_note_count,8
minimum_koma53,-1
maximum_koma53,340
mean_koma53,311.0025974025974
median_koma53,318.0
std_koma53,43.96331915058201
koma53_range,341
total_unit_duration,36.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09415584415584416
median_unit_duration,0.0625
std_unit_duration,0.06483541662015432
most_common_note,C5
most_common_note_count,94
