Variable,Value
makam,nihavent
form,sarki
usul,curcuna
title,bahar_bitti
composer,sadettin_kaynak
filename,nihavent--sarki--curcuna--bahar_bitti--sadettin_kaynak.txt
note_count,511
unique_note_count,18
minimum_koma53,-1
maximum_koma53,362
mean_koma53,284.32876712328766
median_koma53,318.0
std_koma53,109.68141715381503
koma53_range,363
total_unit_duration,68.3125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.1336839530332681
median_unit_duration,0.125
std_unit_duration,0.11508252544829982
most_common_note,D5
most_common_note_count,60
