Variable,Value
makam,kurdilihicazkar
form,sarki
usul,agiraksak
title,kalb-i_sevdazedeler
composer,selanikli_ahmed_bey
filename,kurdilihicazkar--sarki--agiraksak--kalb-i_sevdazedeler--selanikli_ahmed_bey.txt
note_count,678
unique_note_count,16
minimum_koma53,-1
maximum_koma53,366
mean_koma53,329.617994100295
median_koma53,333.0
std_koma53,32.614032658520976
koma53_range,367
total_unit_duration,80.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1187315634218289
median_unit_duration,0.09375
std_unit_duration,0.08797437509791808
most_common_note,F5
most_common_note_count,126
