Variable,Value
makam,rengidil
form,sazsemaisi
usul,aksaksemai
title,
composer,KOSE9865
filename,rengidil--sazsemaisi--aksaksemai----KOSE9865.txt
note_count,754
unique_note_count,22
minimum_koma53,-1
maximum_koma53,371
mean_koma53,332.2851458885942
median_koma53,340.0
std_koma53,23.32613321752542
koma53_range,372
total_unit_duration,79.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.10477453580901856
median_unit_duration,0.0625
std_unit_duration,0.0869993678220955
most_common_note,F5
most_common_note_count,129
