Variable,Value
makam,rast
form,pesrev
usul,cifteduyek
title,
composer,sirri_abdulbaki_dede
filename,rast--pesrev--cifteduyek----sirri_abdulbaki_dede.txt
note_count,738
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,290.08265582655827
median_koma53,309.0
std_koma53,78.1212045633897
koma53_range,359
total_unit_duration,144.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.19546070460704607
median_unit_duration,0.125
std_unit_duration,0.11984863452426939
most_common_note,A4
most_common_note_count,135
