Variable,Value
makam,neva
form,sarki
usul,aksak
title,muntazirim_tesrifine
composer,tanburi_mustafa_cavus
filename,neva--sarki--aksak--muntazirim_tesrifine--tanburi_mustafa_cavus.txt
note_count,328
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,311.5762195121951
median_koma53,327.0
std_koma53,83.17231099681585
koma53_range,372
total_unit_duration,47.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1444359756097561
median_unit_duration,0.125
std_unit_duration,0.10018859365280981
most_common_note,D5
most_common_note_count,60
