Variable,Value
makam,ussak
form,sarki
usul,agiraksak
title,na-umid-i
composer,sekerci_cemil_bey
filename,ussak--sarki--agiraksak--na-umid-i--sekerci_cemil_bey.txt
note_count,513
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,309.7465886939571
median_koma53,327.0
std_koma53,68.5869523472619
koma53_range,359
total_unit_duration,62.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.12256335282651072
median_unit_duration,0.125
std_unit_duration,0.08554688716932721
most_common_note,D5
most_common_note_count,103
