Variable,Value
makam,kurdilihicazkar
form,sarki
usul,duyek
title,gittin_biraktin
composer,emin_ongan
filename,kurdilihicazkar--sarki--duyek--gittin_biraktin--emin_ongan.txt
note_count,438
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,307.6506849315069
median_koma53,349.0
std_koma53,104.65162381898739
koma53_range,372
total_unit_duration,64.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1461187214611872
median_unit_duration,0.125
std_unit_duration,0.11586408814545963
most_common_note,G5
most_common_note_count,100
