Variable,Value
makam,nikriz
form,sirto
usul,nimsofyan
title,
composer,refik_fersan
filename,nikriz--sirto--nimsofyan----refik_fersan.txt
note_count,871
unique_note_count,20
minimum_koma53,-1
maximum_koma53,367
mean_koma53,304.2548794489093
median_koma53,318.0
std_koma53,68.11833362310692
koma53_range,368
total_unit_duration,113.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.13002296211251435
median_unit_duration,0.125
std_unit_duration,0.08734183542512926
most_common_note,D5
most_common_note_count,143
