Variable,Value
makam,beyati
form,turku
usul,sofyan
title,tren_gelir
composer,malatya
filename,beyati--turku--sofyan--tren_gelir--malatya.txt
note_count,38
unique_note_count,5
minimum_koma53,-1
maximum_koma53,336
mean_koma53,283.89473684210526
median_koma53,318.0
std_koma53,99.38643919506735
koma53_range,337
total_unit_duration,4.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.125
mean_unit_duration,0.10526315789473684
median_unit_duration,0.125
std_unit_duration,0.029441820054754726
most_common_note,C5
most_common_note_count,11
