Variable,Value
makam,huseyni
form,pesrev
usul,muhammes
title,
composer,lavtaci_andon
filename,huseyni--pesrev--muhammes----lavtaci_andon.txt
note_count,627
unique_note_count,22
minimum_koma53,-1
maximum_koma53,389
mean_koma53,323.7543859649123
median_koma53,327.0
std_koma53,50.88944001003056
koma53_range,390
total_unit_duration,96.25
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.75
mean_unit_duration,0.15350877192982457
median_unit_duration,0.125
std_unit_duration,0.1000514833002328
most_common_note,D5
most_common_note_count,103
