Variable,Value
makam,karcigar
form,sarki
usul,aksak
title,bir_rum_dilbere
composer,tanburi_mustafa_cavus
filename,karcigar--sarki--aksak--bir_rum_dilbere--tanburi_mustafa_cavus.txt
note_count,338
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,326.1301775147929
median_koma53,327.0
std_koma53,47.14106213731581
koma53_range,372
total_unit_duration,38.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11316568047337278
median_unit_duration,0.125
std_unit_duration,0.05954451796649287
most_common_note,D5
most_common_note_count,68
