Variable,Value
makam,huseyni
form,sarki
usul,aksak
title,varalim_kuy-i
composer,munir_nurettin_selcuk
filename,huseyni--sarki--aksak--varalim_kuy-i--munir_nurettin_selcuk.txt
note_count,339
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.78761061946904
median_koma53,336.0
std_koma53,34.53840620025555
koma53_range,372
total_unit_duration,38.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11209439528023599
median_unit_duration,0.125
std_unit_duration,0.06983954781431778
most_common_note,E5
most_common_note_count,84
