Variable,Value
makam,hicaz
form,sarki
usul,kapali_curcuna
title,hancer-i_askinla
composer,ekrem_guyer
filename,hicaz--sarki--kapali_curcuna--hancer-i_askinla--ekrem_guyer.txt
note_count,308
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,312.4642857142857
median_koma53,322.0
std_koma53,59.81057522930306
koma53_range,368
total_unit_duration,48.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.15868506493506493
median_unit_duration,0.125
std_unit_duration,0.09706951992279231
most_common_note,A4
most_common_note_count,56
