Variable,Value
makam,kurdi
form,kupe
usul,musemmen
title,asik-i
composer,ahmet_avni_konuk
filename,kurdi--kupe--musemmen--asik-i--ahmet_avni_konuk.txt
note_count,60
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,298.15
median_koma53,319.5
std_koma53,92.53946936216194
koma53_range,363
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13333333333333333
median_unit_duration,0.125
std_unit_duration,0.0784403944420602
most_common_note,D5
most_common_note_count,9
