Variable,Value
makam,mahur
form,tavsanca
usul,aksak
title,nazar_etti
composer,tanburi_mustafa_cavus
filename,mahur--tavsanca--aksak--nazar_etti--tanburi_mustafa_cavus.txt
note_count,413
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.35593220338984
median_koma53,336.0
std_koma53,59.78863819488846
koma53_range,372
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13105326876513318
median_unit_duration,0.125
std_unit_duration,0.06619292427074469
most_common_note,G5
most_common_note_count,68
