Variable,Value
makam,huzzam
form,sarki
usul,curcuna
title,aksam_donusu
composer,udi_marko_colakoglu
filename,huzzam--sarki--curcuna--aksam_donusu--udi_marko_colakoglu.txt
note_count,543
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,327.0220994475138
median_koma53,333.0
std_koma53,45.798365534384395
koma53_range,381
total_unit_duration,72.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.13374769797421732
median_unit_duration,0.125
std_unit_duration,0.11730718209738127
most_common_note,D5
most_common_note_count,102
