Variable,Value
makam,hicaz_humayun
form,agirsemai
usul,aksaksemai
title,kul_oldum
composer,ibrahim_aga
filename,hicaz_humayun--agirsemai--aksaksemai--kul_oldum--ibrahim_aga.txt
note_count,641
unique_note_count,14
minimum_koma53,-1
maximum_koma53,366
mean_koma53,314.7909516380655
median_koma53,327.0
std_koma53,58.0009965905692
koma53_range,367
total_unit_duration,59.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.09282371294851795
median_unit_duration,0.0625
std_unit_duration,0.060445187005500896
most_common_note,D5
most_common_note_count,155
