Variable,Value
makam,gulizar
form,kupe
usul,duyek
title,ah_eder
composer,ahmet_avni_konuk
filename,gulizar--kupe--duyek--ah_eder--ahmet_avni_konuk.txt
note_count,94
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,303.6808510638298
median_koma53,333.0
std_koma53,94.36524929515484
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1702127659574468
median_unit_duration,0.125
std_unit_duration,0.09274970623846189
most_common_note,E5
most_common_note_count,22
