Variable,Value
makam,beyati
form,pesrev
usul,devrikebir
title,
composer,neyzen_emin_dede
filename,beyati--pesrev--devrikebir----neyzen_emin_dede.txt
note_count,767
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,311.754889178618
median_koma53,327.0
std_koma53,70.98755010881239
koma53_range,381
total_unit_duration,112.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14634941329856585
median_unit_duration,0.125
std_unit_duration,0.06962134960018669
most_common_note,D5
most_common_note_count,142
