Variable,Value
makam,huzzam
form,sarki
usul,duyek
title,haleli_gozlerin
composer,bimen_sen
filename,huzzam--sarki--duyek--haleli_gozlerin--bimen_sen.txt
note_count,321
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,327.22429906542055
median_koma53,333.0
std_koma53,60.6556842572094
koma53_range,372
total_unit_duration,53.625
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,1.25
mean_unit_duration,0.16705607476635514
median_unit_duration,0.125
std_unit_duration,0.14613012883771687
most_common_note,D5
most_common_note_count,58
