Variable,Value
makam,hicaz
form,rumeliturkusu
usul,sofyan
title,gemi_kalkar
composer,rumeli
filename,hicaz--rumeliturkusu--sofyan--gemi_kalkar--rumeli.txt
note_count,186
unique_note_count,7
minimum_koma53,-1
maximum_koma53,340
mean_koma53,316.59139784946234
median_koma53,322.0
std_koma53,35.04413790177607
koma53_range,341
total_unit_duration,20.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10887096774193548
median_unit_duration,0.0625
std_unit_duration,0.06809623171801468
most_common_note,D5
most_common_note_count,50
