Variable,Value
makam,segah
form,sarki
usul,devrihindi
title,dil_harab-i
composer,tanburi_ali_efendi
filename,segah--sarki--devrihindi--dil_harab-i--tanburi_ali_efendi.txt
note_count,380
unique_note_count,17
minimum_koma53,0
maximum_koma53,362
mean_koma53,322.14736842105265
median_koma53,318.0
std_koma53,22.414525266545212
koma53_range,362
total_unit_duration,69.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.18322368421052632
median_unit_duration,0.125
std_unit_duration,0.11620710956549758
most_common_note,B4b1
most_common_note_count,76
