Variable,Value
makam,acemasiran
form,sarki
usul,duyek
title,pence-i_gamdan
composer,misirli_udi_ibrahim_efendi
filename,acemasiran--sarki--duyek--pence-i_gamdan--misirli_udi_ibrahim_efendi.txt
note_count,369
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,317.8130081300813
median_koma53,327.0
std_koma53,56.70288931276514
koma53_range,381
total_unit_duration,40.0
minimum_unit_duration,0.020833333333333332
maximum_unit_duration,0.25
mean_unit_duration,0.10840108401084012
median_unit_duration,0.0625
std_unit_duration,0.06746189210138581
most_common_note,D5
most_common_note_count,59
