Variable,Value
makam,ussak
form,sarki
usul,kapali_curcuna
title,cana_rakibi
composer,giriftzen_asim_bey
filename,ussak--sarki--kapali_curcuna--cana_rakibi--giriftzen_asim_bey.txt
note_count,360
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,292.14444444444445
median_koma53,318.0
std_koma53,91.02484415351884
koma53_range,359
total_unit_duration,67.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.18784722222222222
median_unit_duration,0.125
std_unit_duration,0.12306956835552445
most_common_note,D5
most_common_note_count,72
