Variable,Value
makam,ussak
form,oyunhavasi
usul,aksak
title,bandirma_dortlemesi
composer,
filename,ussak--oyunhavasi--aksak--bandirma_dortlemesi--.txt
note_count,501
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.0
median_koma53,318.0
std_koma53,69.066142211651
koma53_range,372
total_unit_duration,38.375
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.125
mean_unit_duration,0.07659680638722555
median_unit_duration,0.0625
std_unit_duration,0.028437565116944157
most_common_note,B4b1
most_common_note_count,100
