Variable,Value
makam,hicazkar
form,sarki
usul,curcuna
title,mestim_bu_gece
composer,lavtaci_ovrik
filename,hicazkar--sarki--curcuna--mestim_bu_gece--lavtaci_ovrik.txt
note_count,278
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,326.65107913669067
median_koma53,340.0
std_koma53,62.53660746474413
koma53_range,381
total_unit_duration,60.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.21627697841726617
median_unit_duration,0.125
std_unit_duration,0.18553668054889907
most_common_note,G5
most_common_note_count,57
