Variable,Value
makam,yegah
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,yegah--seyir--sofyan--1--erol_bingol.txt
note_count,50
unique_note_count,13
minimum_koma53,274
maximum_koma53,358
mean_koma53,314.92
median_koma53,318.0
std_koma53,22.274575971135285
koma53_range,84
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16
median_unit_duration,0.125
std_unit_duration,0.11720599343872815
most_common_note,D5
most_common_note_count,10
