Variable,Value
makam,hicazkar
form,seyir
usul,devrihindi
title,2
composer,erol_bingol
filename,hicazkar--seyir--devrihindi--2--erol_bingol.txt
note_count,80
unique_note_count,12
minimum_koma53,296
maximum_koma53,371
mean_koma53,338.4625
median_koma53,344.0
std_koma53,17.004797349906656
koma53_range,75
total_unit_duration,14.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.175
median_unit_duration,0.125
std_unit_duration,0.0940264910153422
most_common_note,G5
most_common_note_count,16
