Variable,Value
makam,buselik
form,pesrev
usul,muhammes
title,
composer,nikolaki
filename,buselik--pesrev--muhammes----nikolaki.txt
note_count,491
unique_note_count,21
minimum_koma53,-1
maximum_koma53,367
mean_koma53,314.0753564154786
median_koma53,318.0
std_koma53,56.67840195874614
koma53_range,368
total_unit_duration,72.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.14714867617107943
median_unit_duration,0.125
std_unit_duration,0.08637386133381608
most_common_note,B4
most_common_note_count,76
