Variable,Value
makam,huseyni
form,turku
usul,sofyan
title,keklik_daglarda
composer,
filename,huseyni--turku--sofyan--keklik_daglarda--.txt
note_count,274
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,316.9014598540146
median_koma53,327.0
std_koma53,57.027541043091276
koma53_range,359
total_unit_duration,34.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.125
median_unit_duration,0.125
std_unit_duration,0.07489308618940976
most_common_note,D5
most_common_note_count,50
