Variable,Value
makam,hicaz
form,turku
usul,nimsofyan
title,seni_sevdim
composer,istanbul
filename,hicaz--turku--nimsofyan--seni_sevdim--istanbul.txt
note_count,461
unique_note_count,6
minimum_koma53,-1
maximum_koma53,336
mean_koma53,302.0824295010846
median_koma53,321.0
std_koma53,67.01597583183721
koma53_range,337
total_unit_duration,40.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.08731019522776573
median_unit_duration,0.0625
std_unit_duration,0.05974610487726612
most_common_note,C5#4
most_common_note_count,112
