Variable,Value
makam,hicazkar
form,sarki
usul,duyek
title,yollari_gurbete
composer,sadi_isilay
filename,hicazkar--sarki--duyek--yollari_gurbete--sadi_isilay.txt
note_count,252
unique_note_count,13
minimum_koma53,-1
maximum_koma53,354
mean_koma53,290.95238095238096
median_koma53,318.0
std_koma53,102.59935285109677
koma53_range,355
total_unit_duration,53.0
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,1.0
mean_unit_duration,0.21031746031746032
median_unit_duration,0.125
std_unit_duration,0.20618796724031443
most_common_note,C5
most_common_note_count,40
