Variable,Value
makam,sazkar
form,kupe
usul,devrirevanihindi
title,her_ne
composer,ahmet_avni_konuk
filename,sazkar--kupe--devrirevanihindi--her_ne--ahmet_avni_konuk.txt
note_count,115
unique_note_count,12
minimum_koma53,-1
maximum_koma53,349
mean_koma53,296.81739130434784
median_koma53,313.0
std_koma53,77.15291066909893
koma53_range,350
total_unit_duration,14.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.12173913043478261
median_unit_duration,0.125
std_unit_duration,0.0892922180806566
most_common_note,B4b1
most_common_note_count,23
