Variable,Value
makam,buselik
form,sarki
usul,devrihindi
title,bahara_indi
composer,selahattin_icli
filename,buselik--sarki--devrihindi--bahara_indi--selahattin_icli.txt
note_count,521
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,314.6852207293666
median_koma53,318.0
std_koma53,57.75226229667438
koma53_range,372
total_unit_duration,87.625
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.16818618042226488
median_unit_duration,0.125
std_unit_duration,0.07226834263433429
most_common_note,C5
most_common_note_count,98
