Variable,Value
makam,mustear
form,kupe
usul,darb
title,kimden
composer,ahmet_avni_konuk
filename,mustear--kupe--darb--kimden--ahmet_avni_konuk.txt
note_count,130
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,311.9769230769231
median_koma53,327.0
std_koma53,63.7093041267884
koma53_range,350
total_unit_duration,24.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.18461538461538463
median_unit_duration,0.125
std_unit_duration,0.15167458713190507
most_common_note,D5
most_common_note_count,35
