Variable,Value
makam,nihavent
form,sarki
usul,sofyan
title,hep_aglatti
composer,erol_sayan
filename,nihavent--sarki--sofyan--hep_aglatti--erol_sayan.txt
note_count,273
unique_note_count,13
minimum_koma53,-1
maximum_koma53,362
mean_koma53,304.9120879120879
median_koma53,318.0
std_koma53,70.10380669863301
koma53_range,363
total_unit_duration,44.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1620879120879121
median_unit_duration,0.125
std_unit_duration,0.09373989926194344
most_common_note,D5
most_common_note_count,47
