Variable,Value
makam,huseyni
form,pesrev
usul,devrikebir
title,
composer,kul_mehmet
filename,huseyni--pesrev--devrikebir----kul_mehmet.txt
note_count,576
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,328.05034722222223
median_koma53,343.0
std_koma53,72.02532815288939
koma53_range,381
total_unit_duration,112.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.19444444444444445
median_unit_duration,0.125
std_unit_duration,0.11453144411392557
most_common_note,G5
most_common_note_count,103
