Variable,Value
makam,evic
form,agirsemai
usul,aksaksemai
title,ben_aglar_idim
composer,tanburi_ali_efendi
filename,evic--agirsemai--aksaksemai--ben_aglar_idim--tanburi_ali_efendi.txt
note_count,1096
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,314.83029197080293
median_koma53,318.0
std_koma53,43.56722024334381
koma53_range,372
total_unit_duration,100.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09135492700729927
median_unit_duration,0.0625
std_unit_duration,0.05960445961368508
most_common_note,B4b1
most_common_note_count,180
