Variable,Value
makam,sedaraban
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,sedaraban--seyir--sofyan--1--erol_bingol.txt
note_count,54
unique_note_count,14
minimum_koma53,274
maximum_koma53,371
mean_koma53,321.037037037037
median_koma53,324.5
std_koma53,23.505088138820003
koma53_range,97
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14814814814814814
median_unit_duration,0.125
std_unit_duration,0.11147085369243852
most_common_note,D5
most_common_note_count,11
