Variable,Value
makam,neveser
form,beste
usul,cenber
title,gordum_bugun
composer,rustu_eric
filename,neveser--beste--cenber--gordum_bugun--rustu_eric.txt
note_count,263
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.2509505703422
median_koma53,332.0
std_koma53,32.82578564621783
koma53_range,372
total_unit_duration,44.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16730038022813687
median_unit_duration,0.125
std_unit_duration,0.11174527621148048
most_common_note,D5
most_common_note_count,68
