Variable,Value
makam,muhayyer
form,sarki
usul,aksak
title,deva_yokmus
composer,haci_arif_bey
filename,muhayyer--sarki--aksak--deva_yokmus--haci_arif_bey.txt
note_count,325
unique_note_count,13
minimum_koma53,-1
maximum_koma53,389
mean_koma53,325.56615384615384
median_koma53,343.0
std_koma53,81.39224163917794
koma53_range,390
total_unit_duration,40.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.125
median_unit_duration,0.125
std_unit_duration,0.10063456073742666
most_common_note,A5
most_common_note_count,51
