Variable,Value
makam,huseyni
form,sarki
usul,curcuna
title,bak_su
composer,danbeni_riza_bey
filename,huseyni--sarki--curcuna--bak_su--danbeni_riza_bey.txt
note_count,232
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,318.2198275862069
median_koma53,336.0
std_koma53,66.08500982003306
koma53_range,359
total_unit_duration,47.625
minimum_unit_duration,0.125
maximum_unit_duration,0.625
mean_unit_duration,0.2052801724137931
median_unit_duration,0.125
std_unit_duration,0.10951302653925846
most_common_note,E5
most_common_note_count,47
