Variable,Value
makam,huseyni
form,karsilama
usul,evfer
title,trakya_karsilamasi
composer,
filename,huseyni--karsilama--evfer--trakya_karsilamasi--.txt
note_count,645
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,307.30852713178297
median_koma53,327.0
std_koma53,73.99456085328683
koma53_range,359
total_unit_duration,90.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.13972868217054263
median_unit_duration,0.125
std_unit_duration,0.06498270815598158
most_common_note,E5
most_common_note_count,164
