Variable,Value
makam,huseyni
form,turku
usul,raksaksagi
title,menekse_kokulu
composer,
filename,huseyni--turku--raksaksagi--menekse_kokulu--.txt
note_count,485
unique_note_count,10
minimum_koma53,0
maximum_koma53,358
mean_koma53,322.50309278350517
median_koma53,318.0
std_koma53,19.7912267357075
koma53_range,358
total_unit_duration,72.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14871134020618557
median_unit_duration,0.125
std_unit_duration,0.08224879847434163
most_common_note,D5
most_common_note_count,106
