Variable,Value
makam,huseyni
form,sarki
usul,aksak
title,bir_dilberdir
composer,tanburi_mustafa_cavus
filename,huseyni--sarki--aksak--bir_dilberdir--tanburi_mustafa_cavus.txt
note_count,193
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,303.23316062176167
median_koma53,327.0
std_koma53,86.54082935034735
koma53_range,359
total_unit_duration,36.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.1871761658031088
median_unit_duration,0.125
std_unit_duration,0.17648843963502456
most_common_note,E5
most_common_note_count,31
