Variable,Value
makam,hicaz
form,sarki
usul,curcuna
title,unutulmus_degilsin
composer,irfan_ozbakir
filename,hicaz--sarki--curcuna--unutulmus_degilsin--irfan_ozbakir.txt
note_count,375
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,318.6426666666667
median_koma53,336.0
std_koma53,71.35000941231371
koma53_range,368
total_unit_duration,60.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.16033333333333333
median_unit_duration,0.125
std_unit_duration,0.11055155635806639
most_common_note,D5
most_common_note_count,68
