Variable,Value
makam,mahur
form,mars
usul,nimhafif
title,vur_pence-i
composer,munir_nurettin_selcuk
filename,mahur--mars--nimhafif--vur_pence-i--munir_nurettin_selcuk.txt
note_count,505
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,299.560396039604
median_koma53,327.0
std_koma53,95.1116971583978
koma53_range,372
total_unit_duration,96.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1905940594059406
median_unit_duration,0.125
std_unit_duration,0.0881144444559584
most_common_note,G5
most_common_note_count,82
