Variable,Value
makam,zirefkend
form,kupe
usul,aksaksemai
title,pertev-i
composer,ahmet_avni_konuk
filename,zirefkend--kupe--aksaksemai--pertev-i--ahmet_avni_konuk.txt
note_count,94
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,314.9468085106383
median_koma53,336.0
std_koma53,73.35337463505024
koma53_range,381
total_unit_duration,10.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.10638297872340426
median_unit_duration,0.125
std_unit_duration,0.04856802543091089
most_common_note,A5
most_common_note_count,15
