Variable,Value
makam,sehnazbuselik
form,ornek_oz
usul,sofyan
title,1
composer,huseyin_sadettin_arel
filename,sehnazbuselik--ornek_oz--sofyan--1--huseyin_sadettin_arel.txt
note_count,33
unique_note_count,13
minimum_koma53,-1
maximum_koma53,389
mean_koma53,330.3030303030303
median_koma53,336.0
std_koma53,64.32363720305548
koma53_range,390
total_unit_duration,6.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.18181818181818182
median_unit_duration,0.125
std_unit_duration,0.10289229944019576
most_common_note,E5
most_common_note_count,4
