Variable,Value
makam,beyati
form,turku
usul,devrihindi
title,bir_cift
composer,yozgat
filename,beyati--turku--devrihindi--bir_cift--yozgat.txt
note_count,307
unique_note_count,8
minimum_koma53,0
maximum_koma53,358
mean_koma53,322.0586319218241
median_koma53,318.0
std_koma53,23.683296051177837
koma53_range,358
total_unit_duration,52.75
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.75
mean_unit_duration,0.17182410423452768
median_unit_duration,0.125
std_unit_duration,0.11962614468977868
most_common_note,A4
most_common_note_count,76
