Variable,Value
makam,tahir
form,turku
usul,sofyan
title,bulbulun_kanadi
composer,yozgat
filename,tahir--turku--sofyan--bulbulun_kanadi--yozgat.txt
note_count,125
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.336
median_koma53,327.0
std_koma53,79.12127726553099
koma53_range,372
total_unit_duration,13.1875
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1055
median_unit_duration,0.0625
std_unit_duration,0.07249513331830428
most_common_note,D5
most_common_note_count,23
