Variable,Value
makam,ruhnevaz
form,durak
usul,durakevferi
title,gulseni_aska
composer,huseyin_sadettin_arel
filename,ruhnevaz--durak--durakevferi--gulseni_aska--huseyin_sadettin_arel.txt
note_count,295
unique_note_count,22
minimum_koma53,-1
maximum_koma53,367
mean_koma53,290.335593220339
median_koma53,314.0
std_koma53,90.7714438649654
koma53_range,368
total_unit_duration,79.75
minimum_unit_duration,0.125
maximum_unit_duration,1.0
mean_unit_duration,0.27033898305084747
median_unit_duration,0.25
std_unit_duration,0.168178174282767
most_common_note,E5
most_common_note_count,39
