Variable,Value
makam,ferahnak
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,ferahnak--seyir--sofyan--1--erol_bingol.txt
note_count,49
unique_note_count,14
minimum_koma53,287
maximum_koma53,371
mean_koma53,332.2448979591837
median_koma53,336.0
std_koma53,21.39171433468741
koma53_range,84
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16326530612244897
median_unit_duration,0.125
std_unit_duration,0.0872917224765623
most_common_note,F5#4
most_common_note_count,9
