Variable,Value
makam,kurdilihicazkar
form,sarki
usul,senginsemai
title,bir_kendi
composer,lemi_atli
filename,kurdilihicazkar--sarki--senginsemai--bir_kendi--lemi_atli.txt
note_count,460
unique_note_count,20
minimum_koma53,-1
maximum_koma53,384
mean_koma53,328.504347826087
median_koma53,331.0
std_koma53,37.11675599815353
koma53_range,385
total_unit_duration,59.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.12880434782608696
median_unit_duration,0.0625
std_unit_duration,0.11445498055413675
most_common_note,G5
most_common_note_count,80
