Variable,Value
makam,huzzam
form,sarki
usul,aksak
title,yine_bir
composer,serif_icli
filename,huzzam--sarki--aksak--yine_bir--serif_icli.txt
note_count,501
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,323.3612774451098
median_koma53,327.0
std_koma53,52.457785099686305
koma53_range,363
total_unit_duration,53.375
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10653692614770459
median_unit_duration,0.0625
std_unit_duration,0.07443954348148929
most_common_note,D5
most_common_note_count,121
