Variable,Value
makam,huzzam
form,sarki
usul,semai
title,su_yalan
composer,avni_anil
filename,huzzam--sarki--semai--su_yalan--avni_anil.txt
note_count,636
unique_note_count,11
minimum_koma53,-1
maximum_koma53,371
mean_koma53,334.4669811320755
median_koma53,333.0
std_koma53,23.317267657887463
koma53_range,372
total_unit_duration,202.75
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.3187893081761006
median_unit_duration,0.25
std_unit_duration,0.3105506102446108
most_common_note,D5
most_common_note_count,149
