Variable,Value
makam,huzzam
form,sarki
usul,duyek
title,gozun_aydin
composer,omer_dilek
filename,huzzam--sarki--duyek--gozun_aydin--omer_dilek.txt
note_count,538
unique_note_count,14
minimum_koma53,-1
maximum_koma53,380
mean_koma53,323.1208178438662
median_koma53,333.0
std_koma53,59.161099171633104
koma53_range,381
total_unit_duration,58.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10803903345724906
median_unit_duration,0.0625
std_unit_duration,0.08924337244688525
most_common_note,D5
most_common_note_count,112
