Variable,Value
makam,sevkefza
form,kupe
usul,aksaksemai
title,sevkefza
composer,ahmet_avni_konuk
filename,sevkefza--kupe--aksaksemai--sevkefza--ahmet_avni_konuk.txt
note_count,103
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,319.84466019417476
median_koma53,336.0
std_koma53,60.626590503745874
koma53_range,381
total_unit_duration,10.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.0970873786407767
median_unit_duration,0.0625
std_unit_duration,0.05120197066445639
most_common_note,F5
most_common_note_count,15
