Variable,Value
makam,rast
form,sarki
usul,sofyan
title,ask_denilen
composer,erol_sayan
filename,rast--sarki--sofyan--ask_denilen--erol_sayan.txt
note_count,477
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,269.1383647798742
median_koma53,313.0
std_koma53,115.27612873871287
koma53_range,359
total_unit_duration,109.875
minimum_unit_duration,0.08333333333333333
maximum_unit_duration,1.5
mean_unit_duration,0.23034591194968554
median_unit_duration,0.125
std_unit_duration,0.19646580406364866
most_common_note,A4
most_common_note_count,69
