Variable,Value
makam,acemasiran
form,sarki
usul,aksak
title,acildi_nevbahar
composer,sadullah_aga
filename,acemasiran--sarki--aksak--acildi_nevbahar--sadullah_aga.txt
note_count,380
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.35526315789474
median_koma53,331.0
std_koma53,56.639512753410564
koma53_range,372
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.1424342105263158
median_unit_duration,0.125
std_unit_duration,0.08073599203369787
most_common_note,F5
most_common_note_count,63
