Variable,Value
makam,nihavent
form,mars
usul,nimsofyan
title,izmirin_daglarinda
composer,izzettin_humayi_elcioglu
filename,nihavent--mars--nimsofyan--izmirin_daglarinda--izzettin_humayi_elcioglu.txt
note_count,209
unique_note_count,10
minimum_koma53,-1
maximum_koma53,349
mean_koma53,306.9665071770335
median_koma53,318.0
std_koma53,59.12180897024897
koma53_range,350
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15430622009569378
median_unit_duration,0.125
std_unit_duration,0.09593290428516141
most_common_note,D5
most_common_note_count,58
