Variable,Value
makam,nihavent
form,sarki
usul,yuruksemai_ii
title,ates_alevde
composer,ozgen_gurbuz
filename,nihavent--sarki--yuruksemai_ii--ates_alevde--ozgen_gurbuz.txt
note_count,611
unique_note_count,16
minimum_koma53,-1
maximum_koma53,362
mean_koma53,316.1603927986907
median_koma53,318.0
std_koma53,50.38104446925123
koma53_range,363
total_unit_duration,97.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15977905073649754
median_unit_duration,0.125
std_unit_duration,0.07025649928338615
most_common_note,A4
most_common_note_count,88
