Variable,Value
makam,rasticedid
form,kupe
usul,devrirevanihindi
title,etse_hanende
composer,ahmet_avni_konuk
filename,rasticedid--kupe--devrirevanihindi--etse_hanende--ahmet_avni_konuk.txt
note_count,122
unique_note_count,15
minimum_koma53,-1
maximum_koma53,349
mean_koma53,297.4918032786885
median_koma53,312.0
std_koma53,69.68408593850498
koma53_range,350
total_unit_duration,14.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11475409836065574
median_unit_duration,0.125
std_unit_duration,0.07380270902275662
most_common_note,A4
most_common_note_count,22
